"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","Parent - Operation","Previous ACWP","Previous Provider ACWP","Previous ETC","Previous EAC","EAC Growth"
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943802","    L6500-000027","10","Q2-2016 LOE PP&C PRC          ","3014","100","0.00","390.00","0.00","390.00","318.56","0.00","0.00","0.00","0.00","318.56","0.000 ","1.224 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000027-10","318.56","0","0","318.56","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943803","    L6500-000028","10","Q2-2016 LOE PP&C IMS/EVMS     ","3014","100","0.00","585.00","0.00","585.00","604.78","0.00","0.00","0.00","0.00","604.78","0.000 ","0.967 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000028-10","604.78","0","0","604.78","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943804","    L6500-000029","10","Q2-2016 LOE PP&C PLANNING     ","3014","100","0.00","1950.00","0.00","1950.00","1069.15","0.00","0.00","0.00","0.00","1069.15","0.000 ","1.824 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000029-10","1069.15","0","0","1069.15","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943805","    L6500-000030","10","Q3-2016 LOE PP&C PRC          ","3014","100","0.00","390.00","0.00","390.00","241.75","0.00","0.00","0.00","0.00","241.75","0.000 ","1.613 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000030-10","241.75","0","0","241.75","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943806","    L6500-000031","10","Q3-2016 LOE PP&C IMS/EVMS     ","3014","100","0.00","585.00","0.00","585.00","748.21","0.00","0.00","0.00","0.00","748.21","0.000 ","0.782 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000031-10","748.21","0","0","748.21","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943807","    L6500-000032","10","Q3-2016 LOE PP&C PLANNING     ","3014","100","0.00","1300.00","0.00","1300.00","2493.86","0.00","0.00","0.00","0.00","2493.86","0.000 ","0.521 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000032-10","2493.86","0","0","2493.86","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943808","    L6500-000033","10","Q4-2016 LOE PP&C PRC          ","3014","100","0.00","390.00","0.00","390.00","107.49","0.00","0.00","0.00","0.00","107.49","0.000 ","3.628 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000033-10","107.49","0","0","107.49","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943810","    L6500-000034","10","Q4-2016 LOE PP&C IMS/EVMS     ","3014","100","0.00","585.00","0.00","585.00","605.96","0.00","0.00","0.00","0.00","605.96","0.000 ","0.965 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000034-10","605.96","0","0","605.96","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943809","    L6500-000035","10","Q4-2016 LOE PP&C PLANNING     ","3014","100","0.00","2600.00","0.00","2600.00","2956.61","0.00","0.00","0.00","0.00","2956.61","0.000 ","0.879 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000035-10","2956.61","0","0","2956.61","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","944512","    L6500-000054","10","Q1-2016 LOE PP&C SCM          ","3014","100","0.00","20.00","0.00","20.00","22.17","0.00","0.00","0.00","0.00","22.17","0.000 ","0.902 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000054-10","22.17","0","0","22.17","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","944546","    L6500-000055","10","Q2-2016 LOE PP&C SCM          ","3014","100","0.00","130.00","0.00","130.00","60.49","0.00","0.00","0.00","0.00","60.49","0.000 ","2.149 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000055-10","60.49","0","0","60.49","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","944724","    L6500-000056","10","Q3-2016 LOE PP&C SCM          ","3014","100","0.00","130.00","0.00","130.00","217.48","0.00","0.00","0.00","0.00","217.48","0.000 ","0.598 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000056-10","217.48","0","0","217.48","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","944725","    L6500-000057","10","Q4-2016 LOE PP&C SCM          ","3014","100","0.00","260.00","0.00","260.00","211.11","0.00","0.00","0.00","0.00","211.11","0.000 ","1.232 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000057-10","211.11","0","0","211.11","0.00 "
"479","1","            ","            ","WBL","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","944726","    L6500-000058","10","Q1-2017 LOE PP&C SCM          ","3014","100","0.00","390.00","0.00","390.00","223.86","0.00","0.00","0.00","0.00","223.86","0.000 ","1.742 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000058-10","211.63","0","18","229.63","(5.77)"
"479","1","            ","            ","WBC","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941441","    L6500-000005","10","Q4-2014 IMS/EVMS MAINTENANCE  ","3010","100","30.00","60.00","30.00","60.00","115.07","0.00","0.00","0.00","0.00","115.07","0.261 ","0.521 ","9/29/2014","12/23/2014","9/29/2014","12/23/2014","    L6500-000005-10","115.07","0","0","115.07","0.00 "
"479","1","            ","            ","WBB","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941141","    L6500-000002","10","Q3-2014 IMS/EVMS MAINTENANCE  ","3010","100","20.00","120.00","20.00","120.00","45.57","0.00","0.00","0.00","0.00","45.57","0.439 ","2.633 ","6/30/2014","9/26/2014","6/30/2014","9/26/2014","    L6500-000002-10","45.57","0","0","45.57","0.00 "
"479","1","            ","            ","WBB","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941142","    L6500-000003","10","Q3-2014 ADMIN SUPPORT         ","3013","100","20.00","120.00","20.00","120.00","28.02","0.00","0.00","0.00","0.00","28.02","0.714 ","4.283 ","6/30/2014","9/26/2014","6/30/2014","9/26/2014","    L6500-000003-10","28.02","0","0","28.02","0.00 "
"479","1","            ","            ","WBC","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941442","    L6500-000006","10","Q4-2014 ADMIN SUPPORT         ","3013","100","40.00","80.00","40.00","80.00","49.42","0.00","0.00","0.00","0.00","49.42","0.809 ","1.619 ","9/29/2014","12/23/2014","9/29/2014","12/23/2014","    L6500-000006-10","49.42","0","0","49.42","0.00 "
"479","1","            ","            ","WBC","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941440","    L6500-000004","10","Q4-2014 PLANNER LOE           ","3014","100","10.00","20.00","10.00","20.00","10.32","0.00","0.00","0.00","0.00","10.32","0.969 ","1.938 ","9/29/2014","12/23/2014","9/29/2014","12/23/2014","    L6500-000004-10","10.32","0","0","10.32","0.00 "
"479","1","            ","            ","WBD","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941753","    L6500-000009","10","2015-LOE PLANNER              ","3014","100","461.00","461.00","461.00","461.00","463.24","0.00","0.00","0.00","0.00","463.24","0.995 ","0.995 ","1/2/2015","12/23/2015","1/2/2015","12/23/2015","    L6500-000009-10","463.24","0","0","463.24","0.00 "
"479","1","            ","            ","WBD","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941752","    L6500-000008","10","2015-LOE IMS/EVMS MAINTENANCE ","3010","100","1098.00","1098.00","1098.00","1098.00","1045.36","0.00","0.00","0.00","0.00","1045.36","1.050 ","1.050 ","1/2/2015","12/23/2015","1/2/2015","12/23/2015","    L6500-000008-10","1045.36","0","0","1045.36","0.00 "
"479","1","            ","            ","WBD","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941751","    L6500-000007","10","2015-LOE ADMIN SUPPORT        ","3013","100","958.00","958.00","958.00","958.00","856.74","0.00","0.00","0.00","0.00","856.74","1.118 ","1.118 ","1/2/2015","12/23/2015","1/2/2015","12/23/2015","    L6500-000007-10","856.74","0","0","856.74","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","PCW 710   ","    ","813","8","13","350","350","900","PCW710","0","941944","    L6500-000023","10","2016-LOE PCW-710 ALL PP&C WORK","3014","100","182.00","182.00","182.00","182.00","63.38","0.00","0.00","0.00","0.00","63.38","2.872 ","2.872 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000023-10","63.38","0","0","63.38","0.00 "
"479","1","            ","            ","WBH","1.25.3.1.6.PPC-AD                       ","PCW 886   ","    ","813","8","13","350","350","900","PCW886","0","942890","    L6500-000025","10","2016-LOE PCW-886 ALL PP&C WORK","3014","100","507.00","507.00","507.00","507.00","130.82","0.00","0.00","0.00","0.00","130.82","3.876 ","3.876 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L6500-000025-10","130.82","0","0","130.82","0.00 "
"479","1","            ","            ","WBD","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941754","    L6500-000010","10","2015-LOE CHANGE PROCESSING    ","3014","100","97.00","97.00","97.00","97.00","13.95","0.00","0.00","0.00","0.00","13.95","6.953 ","6.953 ","1/2/2015","12/23/2015","1/2/2015","12/23/2015","    L6500-000010-10","13.95","0","0","13.95","0.00 "
"479","1","            ","            ","WBD","1.25.3.1.6.PPC-AD                       ","PCW 886   ","    ","813","8","13","350","350","900","PCW886","0","942889","    L6500-000024","10","2015-LOE PCW-886 ALL PP&C WORK","3014","100","156.00","156.00","156.00","156.00","18.65","0.00","0.00","0.00","0.00","18.65","8.365 ","8.365 ","1/2/2015","12/23/2015","1/2/2015","12/23/2015","    L6500-000024-10","18.65","0","0","18.65","0.00 "
"479","1","            ","            ","WBB","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941140","    L6500-000001","10","Q3-2014 PLANNER LOE           ","3014","100","20.00","120.00","20.00","120.00","1.70","0.00","0.00","0.00","0.00","1.70","11.765 ","70.588 ","6/30/2014","9/26/2014","6/30/2014","9/26/2014","    L6500-000001-10","1.7","0","0","1.7","0.00 "
"479","1","            ","            ","888","                                        ","          ","    ","813","8","13","350","350","S00  ","S00   ","0","941774","    L6500-000014","10","2016-LOE CHANGE PROCESSING    ","3014","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6500-000014-10","0","0","0","0","0.00 "
"479","1","            ","            ","888","                                        ","          ","    ","813","8","13","350","350","900","900","0","941778","    L6500-000018","10","2017-LOE CHANGE PROCESSING    ","3014","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6500-000018-10","0","0","0","0","0.00 "
"479","1","            ","            ","WBQ","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941779","    L6500-000019","10","Q1-2018 LOE PP&C PRC          ","3013","0","0.00","390.00","0.00","0.00","0.00","390.00","0.00","0.00","0.00","390.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L6500-000019-10","0","0","390","390","0.00 "
"479","1","            ","            ","WBQ","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941780","    L6500-000020","10","Q1-2018 LOE PP&C IMS          ","3010","0","0.00","520.00","0.00","0.00","0.00","520.00","0.00","0.00","0.00","520.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L6500-000020-10","0","0","520","520","0.00 "
"479","1","            ","            ","WBQ","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","941781","    L6500-000021","10","Q1-2018 LOE PP&C TPG          ","3014","0","0.00","2500.00","0.00","0.00","0.00","1858.00","0.00","0.00","0.00","1858.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L6500-000021-10","0","0","1858","1858","0.00 "
"479","1","            ","            ","888","                                        ","          ","    ","813","8","13","350","350","900","900","0","941782","    L6500-000022","10","2018-LOE CHANGE PROCESSING    ","3014","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6500-000022-10","0","0","0","0","0.00 "
"479","1","            ","            ","888","                                        ","PCW 886   ","    ","813","8","13","350","350","900","PCW886","0","942891","    L6500-000026","10","2017-LOE PCW-886 PP&C SCOPE   ","3014","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6500-000026-10","0","0","0","0","0.00 "
"479","1","            ","            ","WBL","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943811","    L6500-000036","10","Q2-2017 LOE PP&C PRC          ","3014","0","0.00","650.00","0.00","0.00","0.00","512.00","0.00","0.00","0.00","512.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000036-10","0","0","512","512","0.00 "
"479","1","            ","            ","WBL","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943813","    L6500-000037","10","Q2-2017 LOE PP&C IMS          ","3014","0","0.00","650.00","0.00","0.00","0.00","512.00","0.00","0.00","0.00","512.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000037-10","0","0","512","512","0.00 "
"479","1","            ","            ","WBL","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943814","    L6500-000038","10","Q2-2017 LOE PP&C TPG          ","3014","0","0.00","2956.00","0.00","0.00","0.00","2956.00","0.00","0.00","0.00","2956.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000038-10","0","0","2356","2356","600.00 "
"479","1","            ","            ","WBL","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943815","    L6500-000039","10","Q3-2017 LOE PP&C PRC          ","3014","0","0.00","650.00","0.00","0.00","0.00","512.00","0.00","0.00","0.00","512.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000039-10","0","0","512","512","0.00 "
"479","1","            ","            ","WBL","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943816","    L6500-000040","10","Q3-2017 LOE PP&C IMS          ","3014","0","0.00","650.00","0.00","0.00","0.00","512.00","0.00","0.00","0.00","512.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000040-10","0","0","512","512","0.00 "
"479","1","            ","            ","WBL","1.25.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","943817","    L6500-000041","10","Q3-2017 LOE PP&C TPG          ","3014","0","0.00","2990.00","0.00","0.00","0.00","2356.00","0.00","0.00","0.00","2356.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000041-10","0","0","2356","2356","0.00 "
