"Buyer","Project","SWBS","Cont Supp","Item","LinkedSPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount","Compare To Project","Most Recent Order Date"
"8019","483","180","      ","180-23-09T03","SRV521-030900111","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T04","SRV521-030900112","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T05","SRV521-030900113","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T06","SRV521-030900114","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T07","SRV521-030900115","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T08","SRV521-030900116","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T09","SRV521-030900117","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T10","SRV521-030900118","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T11","SRV521-030900119","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T12","SRV521-030900120","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T13","SRV521-030900121","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T14","SRV521-030900122","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T15","SRV521-030900123","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T16","SRV521-030900124","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T17","SRV521-030900125","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T18","SRV521-030900126","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T19","SRV521-030900127","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T20","SRV521-030900128","SHIM, STBD GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","11/12/2015"
"8019","483","180","      ","180-23-09T21","SRV521-030900129","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T22","SRV521-030900130","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T23","SRV521-030900131","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T24","SRV521-030900132","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T25","SRV521-030900133","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T26","SRV521-030900134","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T27","SRV521-030900135","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T28","SRV521-030900136","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T29","SRV521-030900137","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T30","SRV521-030900138","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T31","SRV521-030900139","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T32","SRV521-030900140","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T33","SRV521-030900141","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T34","SRV521-030900142","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T35","SRV521-030900143","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T36","SRV521-030900144","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T37","SRV521-030090141","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T38","SRV521-030900145","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T39","SRV521-030900146","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T39","SRV521-030900146","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-09T40","SRV521-030900147","SHIM, PORT GAS TURBINE      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","250","250","469","12/02/2015"
"8019","483","180","      ","180-23-40001","SRV521-030900367","PLATE, SHIM, RESILIENT MOUNT","16","16","01/18/2017","180","07/22/2016"," EA   ","0","0","16"," No     ","08/07/2015","08/25/2017","413.78","6620.48","477","06/26/2017"
"8019","483","180","      ","180-24-0901S","SRV521-030900412","SHIM, GEAR CPLNG SHAFT BEARI","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","295","295","469","10/01/2014"
"8019","483","180","      ","180-24-0902P","SRV521-030900413","SHIM, GEAR CPLNG SHAFT BEARI","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","295","295","469","10/01/2014"
"8019","483","180","      ","180-24-0903S","SRV521-030900414","SHIM, GEAR CPLNG SHAFT BEARI","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","0","0","469","02/19/2016"
"8019","483","180","      ","180-24-0904P","SRV521-030900415","SHIM, GEAR CPLNG SHAFT BEARI","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","0","0","469","02/19/2016"
"8019","483","180","      ","180-24-0906P","SRV521-030900417","SHIM, GEAR CPLNG SHAFT BEARI","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","295","295","469","10/01/2014"
"8019","483","180","      ","180-24-4001A","SRV521-030900564","SHIM, WJ & GEAR COUPLING SHA","22","22","01/18/2017","14","01/04/2017"," EA   ","0","0","22"," No     ","08/07/2015","08/25/2017","72.56","1596.32","479","07/26/2017"
"8019","483","180","      ","180-24-4001B","SRV521-030900565","SHIM, IMPELLER SHAFT, VENDOR","4","4","01/18/2017","14","01/04/2017"," EA   ","0","0","4"," No     ","08/07/2015","08/25/2017","72.56","290.24","479","07/26/2017"
"8019","483","180","      ","180-24-7026B","SRV521-030900572","SRVC, TO PROVIDE BEARING STU","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","0","0","            ",""
"8019","483","180","      ","180-24-M0001","SRV521-030900573","MACHINING, BEARING SHIMS    ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","965","965","465","01/26/2015"
"8019","483","180","      ","180-41-0700A","180206-000000001","SUB ASSY, BEARING, MACHINED ","1","0","01/18/2017","30","12/19/2016"," EA   ","0","1","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-41-0701A","180206-000000002","SUB ASSY, BEARING, MACHINED ","1","0","01/18/2017","30","12/19/2016"," EA   ","0","1","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-41-0714A","180206-000000003","SUB ASSY, BEARING, MACHINED ","1","0","01/18/2017","30","12/19/2016"," EA   ","0","1","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-41-0715A","180206-000000004","SUB ASSY, BEARING, MACHINED ","1","0","01/18/2017","30","12/19/2016"," EA   ","0","1","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-51-0702A","180206-000000005","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-51-0703A","180206-000000006","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-51-0704A","180206-000000007","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-51-0707A","180206-000000008","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-51-0708A","180206-000000009","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-51-0709A","180206-000000010","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-57-051TR","SRV521-030900662","SHIM, TRANSVERSE RAIL, VENDO","2","2","04/30/2018","123","12/28/2017"," EA   ","0","0","2"," No     ","09/21/2015","08/25/2017","0","0","467","04/15/2014"
"8019","483","180","      ","180-57-K0001","SRV521-032200347","SHIM KIT, LR-HS, ROLLER BRCK","1","1","04/14/2017","56","02/17/2017"," EA   ","0","0","1"," No     ","03/08/2016","08/25/2017","16411.17","16411.17","479","07/26/2017"
"8019","483","180","      ","180-57-K0002","SRV521-032200348","SHIM KIT, LR-HS, PIVOT BRCKT","1","1","04/14/2017","56","02/17/2017"," EA   ","0","0","1"," No     ","03/08/2016","08/25/2017","2936.72","2936.72","479","07/26/2017"
"8019","483","180","      ","180-57-K0003","SRV521-032200349","SHIM KIT, LR-HS, PILLOW BLOC","1","1","04/14/2017","56","02/17/2017"," EA   ","0","0","1"," No     ","03/08/2016","08/25/2017","3842.14","3842.14","479","07/26/2017"
"8019","483","180","      ","180-57-K0004","SRV521-032200350","SHIM KIT, LR-HS, PILLOW BLOC","1","1","04/14/2017","56","02/17/2017"," EA   ","0","0","1"," No     ","03/08/2016","08/25/2017","3661.58","3661.58","479","07/26/2017"
"8019","483","180","      ","180-57-K0005","SRV521-032200351","SHIM KIT, LR-HS, DRIVE MOTOR","1","1","04/14/2017","56","02/17/2017"," EA   ","0","0","1"," No     ","03/08/2016","08/25/2017","1624.99","1624.99","479","07/26/2017"
"8019","483","180","      ","180-57-K0006","SRV521-032200352","SHIM KIT, LR-HS, DRIVE MOTOR","1","1","04/14/2017","56","02/17/2017"," EA   ","0","0","1"," No     ","03/08/2016","08/25/2017","1609.23","1609.23","479","07/26/2017"
"8019","483","180","      ","180-57-K0007","SRV521-032200353","SHIM KIT, LR-HS, HARD STOP  ","1","1","04/14/2017","56","02/17/2017"," EA   ","0","0","1"," No     ","03/08/2016","08/25/2017","1032.78","1032.78","479","07/26/2017"
"8019","483","180","      ","180-57-K0008","SRV521-032200354","SHIM KIT, LR-HS, CHAIN TENSI","1","1","04/14/2017","56","02/17/2017"," EA   ","0","0","1"," No     ","03/08/2016","08/25/2017","5841.97","5841.97","479","07/26/2017"
"8019","483","180","      ","180-57-K0009","SRV521-032200355","SHIM KIT, LR-HS, REMOVABLE  ","1","1","04/14/2017","56","02/17/2017"," EA   ","0","0","1"," No     ","03/08/2016","08/25/2017","488.78","488.78","479","07/26/2017"
"8019","483","180","      ","180-57-K0010","SRV521-032200356","SHIM KIT, LR-HS, REMOVABLE  ","1","1","04/14/2017","56","02/17/2017"," EA   ","0","0","1"," No     ","03/08/2016","08/25/2017","975.13","975.13","479","07/26/2017"
"8019","483","180","      ","180-57-K0011","SRV521-032200357","SHIM KIT, LR-HS, TRANSVERSE ","1","1","04/14/2017","56","02/17/2017"," EA   ","0","0","1"," No     ","03/08/2016","08/25/2017","23175.04","23175.04","479","07/26/2017"
"8019","483","180","      ","180-57-PCKTR","SRV521-030500054","VNDR SRVC, SHIM PACK, LR & H","1","1","04/30/2018","30","03/31/2018"," EA   ","0","0","1"," No     ","09/21/2015","08/25/2017","10750","10750","469","02/25/2015"
"8019","483","180","      ","180-61-0700A","180206-000000011","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-61-0701A","180206-000000012","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-61-0702A","180206-000000013","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-61-0703A","180206-000000014","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-61-0704A","180206-000000015","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-61-0705A","180206-000000016","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-61-0706A","180206-000000017","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-61-0707A","180206-000000018","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-61-0708A","180206-000000019","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-61-0709A","180206-000000020","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-63-0700A","180206-000000021","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-63-0701A","180206-000000022","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-63-0702A","180206-000000023","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-63-0703A","180206-000000024","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-63-0718A","180206-000000025","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-63-0719A","180206-000000026","SUB ASSY, BEARING, MACHINED ","1","1","01/18/2017","30","12/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","132.5","132.5","479","05/04/2017"
"8019","483","180","      ","180-94-00002","SRV521-030900782","SEAL MNT PLATE, BHD 45      ","2","2","01/18/2017","14","01/04/2017"," EA   ","0","0","2"," No     ","08/07/2015","08/25/2017","578","1156","450","04/22/2010"
"8019","483","180","      ","180-96-00003","SRV521-030900783","SEAL MNT PLATE, BHD 54 & BHD","6","6","01/18/2017","17","01/01/2017"," EA   ","0","0","6"," No     ","08/07/2015","08/25/2017","4320","25920","477","06/16/2015"
"8019","483","180","      ","180-96-00004","SRV521-030900803","MAIN LUBE OIL PUMP BOLTING  ","1","1","05/29/2017","123","01/26/2017"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","180","180","479","09/28/2016"
"8019","483","180","      ","180-96-00004","SRV521-030900803","MAIN LUBE OIL PUMP BOLTING  ","1","1","05/29/2017","123","01/26/2017"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","180","180","479","09/28/2016"
"8019","483","201","      ","201-A1-00001","180433-000000006","BASE, MOUNTING GUARD        ","16","16","01/18/2017","42","12/07/2016"," EA   ","0","0","16"," No     ","08/07/2015","08/25/2017","0","0","            ",""
"8019","483","243","      ","243-05-VS001","SRV524-030300003","SERVICE, ROLL PARTS, 4 PARTS","1","0","05/15/2017","123","01/12/2017"," LO   ","0","1","1"," No     ","02/17/2016","08/25/2017","675","675","469","11/04/2013"
"8019","483","321","      ","321-02-00668","SRV526-030600022","SERVICE, VENDOR, TO REMOVE  ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","135","135","475","04/21/2016"
"8019","483","512","      ","512-01-00015","SRV527-030500001","HVAC PENETRATION SLEEVE FABR","1","1","04/28/2017","60","02/27/2017"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","1645","1645","479","05/11/2017"
"8019","483","512","      ","512-06-SP366","608212-000000130","SPOOL, 6"" IPS SCH 40, 10"" OA","5","4","04/28/2017","96","01/22/2017"," EA   ","4","0","1"," No     ","08/07/2015","08/25/2017","160","160","            ",""
"8019","483","514","      ","514-01-1-000","562800-000000074","ORIFICE PLATE, 1/2"", 150 LB ","1","1","08/19/2017","180","02/20/2017"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","29.87","29.87","485","05/15/2017"
"8019","483","514","      ","514-01-2-000","562800-000000126","ORIFICE PLATE, 1/2"", MONEL  ","1","1","08/19/2017","180","02/20/2017"," EA   ","0","0","1"," No     ","10/27/2015","08/25/2017","29.87","29.87","485","05/15/2017"
"8019","483","528","      ","528-01-M0007","807524-000000001","PLATE, MTG, 304 SS, DECK DRA","39","39","01/18/2017","63","11/16/2016"," EA   ","26","0","13"," No     ","08/07/2015","08/25/2017","9.6","124.8","            ",""
"8019","483","529","      ","529-01-1-000","562800-000000093","ORIFICE PLATE, 2"", 150 LB   ","1","1","08/07/2017","180","02/08/2017"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","31.36","31.36","485","05/15/2017"
"8019","483","529","      ","529-01-2-000","562800-000000094","ORIFICE PLATE, 2"", 150 LB   ","1","1","08/07/2017","180","02/08/2017"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","31.36","31.36","485","05/15/2017"
"8019","483","529","      ","529-01-3-000","562800-000000095","ORIFICE PLATE, 2"", 150 LB   ","1","1","08/07/2017","180","02/08/2017"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","31.36","31.36","485","05/15/2017"
"8019","483","529","      ","529-01-4-000","562800-000000096","ORIFICE PLATE, 2"", 150 LB   ","1","1","08/07/2017","180","02/08/2017"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","31.36","31.36","485","05/15/2017"
"8019","483","541","      ","541-01-1-000","562800-000000100","ORIFICE PLATE, 8"", 150 LB   ","1","1","10/14/2017","180","04/17/2017"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","44.66","44.66","485","05/15/2017"
"8019","483","551","      ","551-02-1-01-","562800-000000101","ORIFICE PLATE, 1/2"", 300 LB ","1","1","05/22/2017","180","11/23/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","46.05","46.05","485","05/15/2017"
"8019","483","551","      ","551-02-2-01-","562800-000000102","ORIFICE PLATE, 1/2"", 300 LB ","1","1","05/22/2017","180","11/23/2016"," EA   ","0","0","1"," No     ","08/07/2015","08/25/2017","46.05","46.05","485","05/15/2017"
