"Buyer","Project","SWBS","Cont Supp","Item","Linked SPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount"
"8019","479","180","      ","180-23-09T08","SRV521-030900116","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T09","SRV521-030900117","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T10","SRV521-030900118","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T11","SRV521-030900119","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T12","SRV521-030900120","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T13","SRV521-030900121","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T14","SRV521-030900122","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T15","SRV521-030900123","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T16","SRV521-030900124","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T17","SRV521-030900125","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T18","SRV521-030900126","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T19","SRV521-030900127","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T20","SRV521-030900128","SHIM, STBD GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T21","SRV521-030900129","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T22","SRV521-030900130","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T23","SRV521-030900131","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T24","SRV521-030900132","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T25","SRV521-030900133","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T26","SRV521-030900134","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T26","SRV521-030900134","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T27","SRV521-030900135","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T28","SRV521-030900136","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T29","SRV521-030900137","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T30","SRV521-030900138","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T31","SRV521-030900139","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T32","SRV521-030900140","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T33","SRV521-030900141","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T34","SRV521-030900142","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T35","SRV521-030900143","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T36","SRV521-030900144","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T37","SRV521-030090141","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T38","SRV521-030900145","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T39","SRV521-030900146","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-09T40","SRV521-030900147","SHIM, PORT GAS TURBINE      ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-23-40001","SRV521-030900367","PLATE, SHIM, RESILIENT MOUNT","16","16","12/14/2015","180","06/17/2015"," EA   ","0","0","16"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-24-0901S","SRV521-030900412","SHIM, GEAR CPLNG SHAFT BEARI","1","1","12/14/2015","30","11/14/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-24-0902P","SRV521-030900413","SHIM, GEAR CPLNG SHAFT BEARI","1","1","12/14/2015","30","11/14/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-24-0903S","SRV521-030900414","SHIM, GEAR CPLNG SHAFT BEARI","1","1","12/14/2015","30","11/14/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-24-0904P","SRV521-030900415","SHIM, GEAR CPLNG SHAFT BEARI","1","1","12/14/2015","30","11/14/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-24-0906P","SRV521-030900417","SHIM, GEAR CPLNG SHAFT BEARI","1","1","12/14/2015","30","11/14/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-24-7026B","SRV521-030900572","SRVC, TO PROVIDE BEARING STU","1","1","02/04/2016","123","10/04/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-24-M0001","SRV521-030900573","MACHINING, BEARING SHIMS    ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-57-051TR","SRV521-030900662","SHIM, TRANSVERSE RAIL, VENDO","2","2","04/28/2017","123","12/26/2016"," EA   ","0","0","2"," No     ","09/21/2015","05/29/2017","0","0"
"8019","479","180","      ","180-57-K0001","SRV521-032200347","SHIM KIT, LR-HS, ROLLER BRCK","1","1","03/23/2016","56","01/27/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","16411.17","16411.17"
"8019","479","180","      ","180-57-K0002","SRV521-032200348","SHIM KIT, LR-HS, PIVOT BRCKT","1","1","03/23/2016","56","01/27/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","2936.72","2936.72"
"8019","479","180","      ","180-57-K0003","SRV521-032200349","SHIM KIT, LR-HS, PILLOW BLOC","1","1","03/23/2016","56","01/27/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","3842.14","3842.14"
"8019","479","180","      ","180-57-K0004","SRV521-032200350","SHIM KIT, LR-HS, PILLOW BLOC","1","1","03/23/2016","56","01/27/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","3661.58","3661.58"
"8019","479","180","      ","180-57-K0005","SRV521-032200351","SHIM KIT, LR-HS, DRIVE MOTOR","1","1","03/23/2016","56","01/27/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","1624.99","1624.99"
"8019","479","180","      ","180-57-K0006","SRV521-032200352","SHIM KIT, LR-HS, DRIVE MOTOR","1","1","03/23/2016","56","01/27/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","1609.23","1609.23"
"8019","479","180","      ","180-57-K0007","SRV521-032200353","SHIM KIT, LR-HS, HARD STOP  ","1","1","03/23/2016","56","01/27/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","1032.78","1032.78"
"8019","479","180","      ","180-57-K0008","SRV521-032200354","SHIM KIT, LR-HS, CHAIN TENSI","1","1","03/23/2016","56","01/27/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","5841.97","5841.97"
"8019","479","180","      ","180-57-K0009","SRV521-032200355","SHIM KIT, LR-HS, REMOVABLE  ","1","1","03/23/2016","56","01/27/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","488.78","488.78"
"8019","479","180","      ","180-57-K0010","SRV521-032200356","SHIM KIT, LR-HS, REMOVABLE  ","1","1","03/23/2016","56","01/27/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","975.13","975.13"
"8019","479","180","      ","180-57-K0011","SRV521-032200357","SHIM KIT, LR-HS, TRANSVERSE ","1","1","03/23/2016","56","01/27/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","23175.04","23175.04"
"8019","479","180","      ","180-57-PCKTR","SRV521-030500054","VNDR SRVC, SHIM PACK, LR & H","1","1","04/28/2017","30","03/29/2017"," EA   ","0","0","1"," No     ","09/21/2015","05/29/2017","0","0"
"8019","479","180","      ","180-94-00002","SRV521-030900782","SEAL MNT PLATE, BHD 45      ","2","2","12/14/2015","14","11/30/2015"," EA   ","0","0","2"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","180","      ","180-96-00003","SRV521-030900783","SEAL MNT PLATE, BHD 54 & BHD","6","6","12/14/2015","17","11/27/2015"," EA   ","0","0","6"," No     ","06/12/2015","05/29/2017","4320","25920"
"8019","479","201","      ","201-A1-00001","180433-000000006","BASE, MOUNTING GUARD        ","16","16","02/04/2016","42","12/24/2015"," EA   ","0","0","16"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","243","      ","243-00-00002","SRV524-030900008","SERVICE, IN-PLACE MACHINING ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","05/24/2016","05/29/2017","0","0"
"8019","479","243","      ","243-05-VS001","SRV524-030300003","SERVICE, ROLL PARTS, 4 PARTS","1","1","04/25/2016","123","12/24/2015"," LO   ","0","0","1"," No     ","02/17/2016","05/29/2017","0","0"
"8019","479","247","      ","247-01-MS004","SRV524-030800010","SRVC, SHIM & BLUE FIT       ","1","1","05/09/2016","123","01/07/2016"," LO   ","0","0","1"," No     ","09/20/2016","05/29/2017","1","1"
"8019","479","259","      ","259-05-SP021","SRV527-030500004","FABRICATION, INCONEL PIPE AS","1","1","02/22/2016","123","10/22/2015"," EA   ","0","0","1"," No     ","08/14/2015","05/29/2017","0","0"
"8019","479","259","      ","259-05-SP022","SRV527-030500005","FABRICATION, INCONEL PIPE AS","1","1","01/12/2016","123","09/11/2015"," EA   ","0","0","1"," No     ","08/14/2015","05/29/2017","0","0"
"8019","479","321","      ","321-02-00668","SRV526-030600022","SERVICE, VENDOR, TO REMOVE  ","1","1","12/14/2015","123","08/13/2015"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","505","      ","505-01-00119","   12-12E0301320","BAR, FLAT, 3/16"" x 1-1/4"" x ","2","2","12/14/2015","240","04/18/2015"," EA   ","0","0","2"," No     ","05/26/2017","05/29/2017","0","0"
"8019","479","512","      ","512-06-SP824","608203-000000121","SPOOL, 10"" ID, .625"" THK, 21","2","2","08/08/2016","96","05/04/2016"," EA   ","0","0","2"," No     ","11/04/2015","05/29/2017","0","0"
"8019","479","512","      ","512-06-SP835","608212-000000200","SPOOL ASSY, 40"" X 19"" X 6"" R","1","0","03/16/2016","96","12/11/2015"," EA   ","0","0","1"," No     ","10/13/2015","05/29/2017","1645","1645"
"8019","479","521","      ","521-01-0903A","762936-000000001","FM NOZZLE CLIP              ","10","2","12/14/2015","49","10/26/2015"," EA   ","5","0","1"," No     ","12/05/2014","05/29/2017","4.53","4.53"
"8019","479","602","      ","602-02-00011","790300-000000003","SHIP DATA PLAQUE, 467W X 305","1","1","03/16/2016","14","03/02/2016"," EA   ","0","0","1"," No     ","09/30/2015","05/29/2017","0","0"
"8019","479","602","      ","602-02-00012","790300-000000002","SHIP DATA PLAQUE, 406W X 230","1","1","05/05/2016","14","04/21/2016"," EA   ","0","0","1"," No     ","09/30/2015","05/29/2017","0","0"
"8019","479","603","      ","603-01-00002","180302-000000001","SHIP'S NAMEBOARD            ","2","2","12/14/2015","123","08/13/2015"," EA   ","0","0","2"," No     ","06/12/2015","05/29/2017","450","900"
"8019","479","612","      ","612-02-00006","710130020035-551","BOLT, HEX HD, 1/2-13 UNC X 7","128","128","07/29/2016","0","07/29/2016"," EA   ","0","0","128"," No     ","06/12/2015","05/29/2017","2.3","294.4"
"8019","479","612","      ","612-02-00007","710830000032-552","WASHER, FLAT, 1/2"", CRES 316","128","128","07/29/2016","0","07/29/2016"," EA   ","0","0","128"," No     ","06/12/2015","05/29/2017","1.2","153.6"
"8019","479","612","      ","612-02-00007","710830000032-552","WASHER, FLAT, 1/2"", CRES 316","128","128","07/29/2016","0","07/29/2016"," EA   ","0","0","128"," No     ","06/12/2015","05/29/2017","1.2","153.6"
"8019","479","612","      ","612-02-00008","716330020022-553","NUT, HEX, SELF LKG, 1/2-13 U","128","128","07/29/2016","0","07/29/2016"," EA   ","0","0","128"," No     ","06/12/2015","05/29/2017","0.55","70.4"
"8019","479","612","      ","612-02-00S30","180201-000000003","SUB ASSEMBLY S30 LATCH BRACK","2","2","06/07/2016","123","02/05/2016"," EA   ","1","0","1"," No     ","12/04/2014","05/29/2017","0","0"
"8019","479","612","      ","612-02-0S6BA","180201-000000002","SUB ASSEMBLY S6BA HINGE BRAC","48","48","06/07/2016","123","02/05/2016"," EA   ","0","0","48"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","612","      ","612-02-0S6FA","180201-000000004","SUB ASSEMBLY S6FA HINGE BRAC","12","12","06/07/2016","123","02/05/2016"," EA   ","0","0","12"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","612","      ","612-02-0S6KA","724315450100-001","SUB ASSY S6KA BRACKET       ","4","4","08/01/2016","14","07/18/2016"," EA   ","0","0","4"," No     ","07/05/2016","05/29/2017","0","0"
"8019","479","637","      ","637-97-00S78","722716101700-001","SHELF, PRINTER, FABRICATE   ","1","1","06/21/2016","14","06/07/2016"," EA   ","0","0","1"," No     ","05/11/2017","05/29/2017","0","0"
"8019","479","671","      ","671-94-0033A","180100-000000294","FND, FEXT                   ","2","2","12/14/2015","21","11/23/2015"," EA   ","0","0","2"," No     ","09/08/2014","05/29/2017","0","0"
"8019","479","671","      ","671-94-0033B","SRV523-030500036","BACKING PLATE, FAB FROM 3/8""","12","12","12/14/2015","180","06/17/2015"," EA   ","0","0","12"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","995","      ","995-01-00023","SRV521-032200358","VENDOR SERVICES TO PLUTCHAK ","4","4","12/14/2015","123","08/13/2015"," LO   ","0","0","4"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","999","      ","999-01-00002","100402-000000014","KEEL PLATE, SST 316, 5/8"" TH","3","3","12/14/2015","180","06/17/2015"," EA   ","0","0","3"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","999","      ","999-01-00004","740000-000000001","EVENT PLAQUE, SSTL, 5/8"" THK","50","50","12/14/2015","123","08/13/2015"," EA   ","0","0","50"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","167","      ","04-167-01-00480","                ","MANHOLE HAND GRAB,AH-36,3/8""","55","55","12/14/2015","0","12/14/2015"," EA   ","0","0","55"," No     ","08/09/2016","05/29/2017","0","0"
"8019","479","127","      ","127-01-53301-L11","            -L11","CERTIFICATES, REGULATORY BOD","1","1","01/03/2017","60","11/04/2016"," LO   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","127","      ","127-01-53301-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","01/03/2017","60","11/04/2016"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","127","      ","127-01-53301-L68","            -L68","CERTIFICATES, VENDOR WELDING","1","1","01/03/2017","123","09/02/2016"," LO   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","161","      ","161-02-SEG0A-L06","            -L06","REPORT, IN-PLANT TEST       ","1","1","09/14/2016","60","07/16/2016"," LO   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","161","      ","161-02-SEG0A-L11","            -L11","CERTIFICATES, REGULATORY BOD","1","1","09/14/2016","60","07/16/2016"," LO   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","161","      ","161-02-SEG0A-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","09/14/2016","60","07/16/2016"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","161","      ","161-02-SEG0A-L47","            -L47","GOVERNMENT INSPECTION       ","1","1","09/14/2016","60","07/16/2016"," LO   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","161","      ","161-02-SEG0A-L51","            -L51","DATA, FOR WEIGHT CRITICAL IT","1","1","09/14/2016","60","07/16/2016"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","161","      ","161-02-SEG0A-L68","            -L68","CERTIFICATES, VENDOR WELDING","1","1","09/14/2016","123","05/14/2016"," LO   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","161","      ","161-02-SEG0B-L11","            -L11","CERTIFICATES, REGULATORY BOD","1","1","09/14/2016","60","07/16/2016"," LO   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","161","      ","161-02-SEG0B-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","09/14/2016","60","07/16/2016"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","161","      ","161-02-SEG0B-L47","            -L47","GOVERNMENT INSPECTION       ","1","1","09/14/2016","60","07/16/2016"," LO   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","161","      ","161-02-SEG0B-L51","            -L51","DATA, FOR WEIGHT CRITICAL IT","1","1","09/14/2016","60","07/16/2016"," EA   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","161","      ","161-02-SEG0B-L68","            -L68","CERTIFICATES, VENDOR WELDING","1","1","09/14/2016","123","05/14/2016"," LO   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
"8019","479","161","      ","161-02-SEG0C-L11","            -L11","CERTIFICATES, REGULATORY BOD","1","1","09/14/2016","60","07/16/2016"," LO   ","0","0","1"," No     ","06/12/2015","05/29/2017","0","0"
